id,ylang,tlang,level,wclass,type,tlang_ex,ylang_ex,tlang_exf,furigana,chikugoyaku
,English,Japanese,Noun,Is S -？,it / the - / there,その水はミネラルウォーターですか？,Is the water mineral water?,その水は | ミネラルウォーター | です | か？,その水は | ミネラルウォーター | です | か？,1
,English,Japanese,Noun,Is S -？,it / the - / there,そのスマホは彼のですか？,Is the smartphone his?,そのスマホは | 彼の | です | か？,そのスマホは | 彼の | です | か？,1
,,,,,,,,,,1
,English,Japanese,Noun,Is S -？,that / that - / over there,あれは彼の娘ですか？,Is that his daughter?,あれは | 彼の娘 | です | か？,,1
,English,Japanese,Noun,Is S -？,that / that - / over there,あれは彼女の家ですか？,Is that her house?,あれは | 彼女の家 | です | か？,,1
,English,Japanese,Noun,Is S -？,that / that - / over there,あそこは駅ですか？,Is that the station?,あそこは | 駅 | です | か？,,1
,English,Japanese,Noun,Is S -？,that / that - / over there,駅はあそこですか？,Is the station there?,駅は | あそこ | です | か？,,1
,English,Japanese,Noun,Is S -？,that / that - / over there,あの建物は教会ですか？,Is that building the church?,あの建物は | 教会 | です | か？,,1
,,,,,,,,,,1
,English,Japanese,Noun,Who is S?,you / he / she,あなたは誰ですか？,Who are you?,あなたは | 誰 | です | か？,,1
,English,Japanese,Noun,Who is S?,you / he / she,彼は誰ですか？,Who is he?,彼は | 誰 | です | か？,,1
,English,Japanese,Noun,Who is S?,you / he / she,彼女は誰ですか？,Who is she?,彼女は | 誰 | です | か？,,1
,English,Japanese,Noun,Who is S?,you / he / she,あれは誰ですか？,Who is that?,あれは | 誰 | です | か？,,1
,,,,,,,,,,1
,English,Japanese,Noun,Where is S?,your - / here / other things,あなたの車はどこですか？,Where is your car?,あなたの車は | どこ | です | か？,,1
,English,Japanese,Noun,Where is S?,your - / here / other things,ここはどこですか？,Where is this?,ここは | どこ | です | か？,,1
,English,Japanese,Noun,Where is S?,your - / here / other things,トイレはどこですか？,Where is the restroom?,トイレは | どこ | です | か？,,1
,English,Japanese,Noun,Where is S?,your - / here / other things,あなたの部屋はどこですか？,Where is your room?,あなたの部屋は | どこ | です | か？,,1
,English,Japanese,Noun,Where is S?,your - / here / other things,駅はどこですか？,Where is the station?,駅は | どこ | です | か？,,1
,,,,,,,,,,1
,English,Japanese,Noun,What is S?,this / it / that / here / there / over there,これは何ですか？,What is this?,これは | 何 | です | か？,,1
,English,Japanese,Noun,What is S?,this / it / that / here / there / over there,それは何ですか？,What is it?,それは | 何 | です | か？,,1
,English,Japanese,Noun,What is S?,this / it / that / here / there / over there,あれは何ですか？,What is that?,あれは | 何 | です | か？,,1
,English,Japanese,Noun,What is S?,this / it / that / here / there / over there,ここは何ですか？,What is this place?,ここは | 何 | です | か？,,1
,English,Japanese,Noun,What is S?,this / it / that / here / there / over there,そこは何ですか？,What is the place?,そこは | 何 | です | か？,,1
,English,Japanese,Noun,What is S?,this / it / that / here / there / over there,あそこは何ですか？,What is that place?,あそこは | 何 | です | か？,,1
,English,Japanese,Noun,What is S?,this / it / that / here / there / over there,この部屋は何ですか？,What is this room?,この部屋は | 何 | です | か？,,1
,English,Japanese,Noun,What is S?,this / it / that / here / there / over there,その水は何ですか？,What is the water?,その水は | 何 | です | か？,,1
,English,Japanese,Noun,What is S?,this / it / that / here / there / over there,あの建物は何ですか？,What is that building?,あの建物は | 何 | です | か？,,1
,,,,,,,,,,1
,English,Japanese,Noun,Whose is S?,this - / the - / that -,この財布は誰のですか？,Whose is this wallet?,この財布は | 誰の | です | か？,,1
,English,Japanese,Noun,Whose is S?,this - / the - / that -,そのスマホは誰のですか？,Whose is the smartphone?,そのスマホは | 誰の | です | か？,,1
,English,Japanese,Noun,Whose is S?,this - / the - / that -,あの家は誰のですか？,Whose is that house?,あの家は | 誰の | です | か？,,1
,,,,,,,,,,1
,,,,,,// 前は 以前は 昔,,,,1
,English,Japanese,Noun,S was - before,I / he / she,私は前は先生でした,I was a teacher before.,私は | 前は | 先生 | でした,,1
,English,Japanese,Noun,S was - before,I / he / she,彼は前は医者でした,He was a doctor before.,彼は | 前は | 医者 | でした,,1
,English,Japanese,Noun,S was - before,I / he / she,彼女は前は私の友達でした,She was my friend before.,彼女は | 前は | 私の友達 | でした,,1
,,,,,,,,,,1
,English,Japanese,Noun,S was - before,this / this - / here,これは前は私の車でした,This was my car before.,これは | 前は | 私の車 | でした,,1
,English,Japanese,Noun,S was - before,this / this - / here,私の車は前はこれでした,My car was this one before.,私の車は | 前は | これ | でした,,1
,English,Japanese,Noun,S was - before,this / this - / here,ここは前はトイレでした,This was the restroom before.,ここは | 前は | トイレ | でした,,1
,English,Japanese,Noun,S was - before,this / this - / here,トイレは前はここでした,The restroom was here before.,トイレは | 前は | ここ | でした,,1
,English,Japanese,Noun,S was - before,this / this - / here,この財布は前は私のでした,This wallet was mine before.,この財布は | 前は | 私の | でした,,1
,,,,,,,,,,1
,English,Japanese,Noun,S was - before,it / the - / there,それは前は私の荷物でした,It was my luggage before.,それは | 前は | 私の荷物 | でした,,1
,English,Japanese,Noun,S was - before,it / the - / there,それは前は彼女の財布でした,It was her wallet before.,それは | 前は | 彼女の財布 | でした,,1
,English,Japanese,Noun,S was - before,it / the - / there,そこは前は私の部屋でした,It was my room before.,そこは | 前は | 私の部屋 | でした,,1
,English,Japanese,Noun,S was - before,it / the - / there,私の部屋は前はそこでした,My room was there before.,私の部屋は | 前は | そこ | でした,,1
,English,Japanese,Noun,S was - before,it / the - / there,その店は前はレストランでした,The shop was a restaurant before.,その店は | 前は | レストラン | でした,,1
,English,Japanese,Noun,S was - before,it / the - / there,そのスマホは前は彼のでした,The smartphone was his before.,そのスマホは | 前は | 彼の | でした,,1
,,,,,,,,,,1
,English,Japanese,Noun,S was - before,that / that - / over there,あれは前は私の車でした,That was my car before.,あれは | 前は | 私の車 | でした,,1
,English,Japanese,Noun,S was - before,that / that - / over there,あれは前は彼女の家でした,That was her house before.,あれは | 前は | 彼女の家 | でした,,1
,English,Japanese,Noun,S was - before,that / that - / over there,あそこは前は駅でした,That was the station before.,あそこは | 前は | 駅 | でした,,1
,English,Japanese,Noun,S was - before,that / that - / over there,駅は前はあそこでした,The station was over there before.,駅は | 前は | あそこ | でした,,1
,English,Japanese,Noun,S was - before,that / that - / over there,あの建物は前は教会でした,That building was the church before.,あの建物は | 前は | 教会 | でした,,1
,,,,,,,,,,1
,,,,,,,,,,1
,English,Japanese,Noun,S was not - originally,I / he / she,私はもともと先生ではありませんでした,I was not a teacher originally.,私は | もともと | 先生 | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,I / he / she,彼はもともと医者ではありませんでした,I was not a doctor originally.,彼は | もともと | 医者 | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,I / he / she,彼女はもともと私の妹ではありませんでした,She was not my sister originally.,彼女は | もともと | 私の妹 | ではありませんでした,,1
,,,,,,,,,,1
,English,Japanese,Noun,S was not - originally,this / this - / here,これはもともと私の車ではありませんでした,This was not my car originally.,これは | もともと | 私の車 | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,this / this - / here,私の車はもともとこれではありませんでした,My car was not this one originally.,私の車はもともとこれではありませんでした,,1
,English,Japanese,Noun,S was not - originally,this / this - / here,ここはもともとトイレではありませんでした,This was not the restroom originally.,ここは | もともと | トイレ | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,this / this - / here,トイレはもともとここではありませんでした,The restroom was not here originally.,トイレは | もともと | ここ | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,this / this - / here,この財布はもともと私のではありませんでした,This wallet was not mine originally.,この財布は | もともと | 私の | ではありませんでした,,1
,,,,,,,,,,1
,English,Japanese,Noun,S was not - originally,it / the - / there,それはもともと私の荷物ではありませんでした,It was not my luggage originally.,それは | もともと | 私の荷物 | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,it / the - / there,それはもともと彼女の財布ではありませんでした,It was not her wallet originally.,それは | もともと | 彼女の財布 | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,it / the - / there,そこはもともと私の部屋ではありませんでした,It was not my room originally.,そこは | もともと | 私の部屋 | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,it / the - / there,私の部屋はもともとそこではありませんでした,My room was not there originally.,私の部屋は | もともと | そこ | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,it / the - / there,そのペンはもともと私のではありませんでした,The restaurant was not mine originally.,そのペンは | もともと | 私の | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,it / the - / there,そのスマホはもともと彼のではありませんでした,The smartphone was not his originally.,そのスマホは | もともと | 彼の | ではありませんでした,,1
,,,,,,,,,,1
,English,Japanese,Noun,S was not - originally,that / that - / over there,あれはもともと私の車ではありませんでした,That was not my car originally.,あれは | もともと | 私の車 | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,that / that - / over there,あれはもともと彼女の家ではありませんでした,That was not her house originally.,あれは | もともと | 彼女の家 | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,that / that - / over there,あそこはもともと駅ではありませんでした,That was not the station originally.,あそこは | もともと | 駅 | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,that / that - / over there,駅はもともとあそこではありませんでした,The station was not there originally.,駅は | もともと | あそこ | ではありませんでした,,1
,English,Japanese,Noun,S was not - originally,that / that - / over there,あの建物はもともと教会ではありませんでした,That building was not the church originally.,あの建物は | もともと | 教会 | ではありませんでした,,1
